,u,g,r,i,z,ra,dec,ID
0,0.03573251166911362,0.00854633505840141,0.0070491735502677955,0.006582197095383435,0.012974091625178374,0.203241686176014,-7.15324784880831,1
1,0.0075778892807569775,0.003835816615719523,0.0036988491402301094,0.0038826876215782846,0.007623448511704822,0.610106004099578,3.35190851253775,3
2,0.056024499291503105,0.012701236307599117,0.00949735043595723,0.00783874829856046,0.014627917075863195,0.86429798306591,27.6547745339861,4
