,g,i,r,u,z,ra,dec,ID
0,0.6608357233787459,0.2408442321140818,0.41910361405647834,49.351491844215566,0.17264694080876453,166.6754149,48.11235902,1383
1,0.14549382562726265,0.10605578686118378,0.11627992246639351,0.29204448798966354,0.10015711367101687,166.72589,48.13136,1383
2,0.3909024723110619,0.2612959691628802,0.2998419107150987,0.9413841233597964,0.2515038061108008,166.72689,48.1338,1383
3,0.18067406854112278,0.13425215119214684,0.14624456219876336,0.3280345068104218,0.12834189827664488,166.69516,48.14377,1383
4,0.24705290178175687,0.09828603303068206,0.13742901348596348,1.2848284629782398,0.08057055263517654,166.67706,48.10854,1383
5,0.5126544120330614,0.1830419623614219,0.2967809436784137,0.8783795426872416,0.1345053038143753,166.71528,48.14469,1383
6,0.38186094444552054,0.13381356055595361,0.20633862021631444,0.7309275489230309,0.10437444686873931,37.51393,-8.99049,130
7,0.3746057003777814,0.09959199468253743,0.19575344905505432,1.1358363398505205,0.06871336274698336,37.50052,-9.00409,130
8,0.22900142264614587,0.13416191178497883,0.16877614635286875,0.356393993034704,0.11009260845430191,166.7013619,48.12008633,1383
