,g,i,r,u,z,ra,dec,ID
0,0.4341826145981784,0.26575128395523606,0.3002768503656128,2.750692632548695,0.1973184102020582,166.6754149,48.11235902,1383
1,0.24526157145435334,0.26710630163281834,0.28438973613075547,0.3952272198072748,0.22686407381146623,166.72589,48.13136,1383
2,0.22253461354138793,0.2551189927854658,0.29154299443233,0.22364342653046876,0.09282040124434232,166.72689,48.1338,1383
3,0.2370590466845428,0.27326531414635014,0.2817749409835102,0.3544614640998027,0.2249489310197177,166.69516,48.14377,1383
4,0.2757878380790082,0.2614608062008976,0.3007415389873245,-0.1862517598533664,0.2243715826975432,166.67706,48.10854,1383
5,0.26094461910476596,0.2928852624661715,0.2868181093793325,0.17709334896136042,0.24310840862527883,166.71528,48.14469,1383
6,0.16253505089271414,-1.8563272888141462,0.12715471946992096,0.0998348414845509,0.16098731616854778,37.51393,-8.99049,130
7,0.16606597662413947,0.13649624288401085,0.12127570862151771,-0.311322801973116,0.14045106019087683,37.50052,-9.00409,130
8,0.3204478039033454,0.3219453519078961,0.3822292436394612,0.43422006565137394,0.2829864536210991,166.7013619,48.12008633,1383
