,u,g,r,i,z,ra,dec,ID
0,19.675790675675916,-99.0,17.199320916684396,16.792833464161067,16.328807973136804,0.203241686176014,-7.15324784880831,1
1,16.235134899426814,16.10588716207626,15.67842869434533,15.517244320751931,15.255512619173963,0.610106004099578,3.35190851253775,3
2,20.249982640379457,18.515765458654425,17.581893678170175,16.9412842539439,16.543084833958105,0.86429798306591,27.6547745339861,4
