,u,g,r,i,z,ra,dec,ID
0,0.036948636552125436,0.008614141327402791,0.0070952397614547635,0.0066223447041657835,0.01313100349145202,0.203241686176014,-7.15324784880831,1
1,0.007631151071283426,0.003849416300759856,0.003711493341663541,0.0038966222986012156,0.007677354941279191,0.610106004099578,3.35190851253775,3
2,0.059073429277130884,0.012851579299240967,0.009581161060602028,0.007895753949075157,0.0148276907926288,0.86429798306591,27.6547745339861,4
