target,ra,dec
1400,183.753156,5.0142342
1401,184.029585,50.8250343
1402,185.049525,2.061719
1403,185.995748,40.7359305
1404,187.042248,-9.4509497
1405,187.2058797,-29.6273984
1406,187.902325,70.7373249
1407,188.1070783,36.2949055
1409,189.431391,11.8182052
1410,189.532396,53.4322073
1411,193.363913,-48.749302
1412,193.6594166,11.6849688
1413,195.079616,-8.08737
1415,195.842602,-13.692559
1416,196.13235,-56.51624
1417,196.815071,-76.046031
1419,197.532773,-17.194354
1420,200.17823,60.2571602
1423,201.2432534,-32.8406637
1424,202.0057942,-27.9997975
1425,202.4697,47.1951717
1426,203.4961413,-38.4139833
1427,204.891627,55.7705928
1428,205.2168229,-28.088749
1429,205.970418,80.5970639
1430,206.175409,55.8870195
1431,206.438971,53.5478596
1432,207.284989,44.6915734
1435,209.26849,19.3187267
1436,210.076745,5.0450853
1438,212.819683,19.7444638
1439,214.138152,-36.6816
1440,214.765902,-13.179117
1441,214.784631,7.9137952
1442,214.707999,68.069292
1443,214.957214,-19.473678
1445,217.19465,17.3980955
1446,217.550898,-41.975322
1447,217.624525,13.6533593
1448,217.5989,42.0768
1450,220.761523,52.0270681
1451,221.812,-63.28867
1455,226.053208,68.936889
1456,228.702966,-40.364742
1457,229.167567,0.2505431
1458,229.742423,20.8153811
1459,230.25763,32.0708
1460,231.974197,6.1719264
1461,232.825292,7.4577444
1462,233.555166,62.9828002
1463,234.115652,61.7782414
1464,235.054037,14.2786785
1465,235.360165,-50.473168
1466,235.557971,18.5833626
1469,237.180308,-32.119881
1470,238.694859,-37.638655
1471,242.151567,12.3310191
1473,243.213401,-5.3548375
1474,243.555,26.0711694
1477,244.440154,6.0648761
1478,244.503109,67.0656164
1479,244.532331,-54.10344
1480,246.084148,-33.185148
1481,246.964002,36.155599
1485,249.62881,-20.923481
1486,250.3438232,-20.0093786
1487,250.807427,9.904517
1489,252.337585,-17.644691
1490,252.774075,-1.4905884
1491,253.966505,-49.958964
1492,254.639352,5.2545744
1493,255.259546,34.0668392
1494,255.220853,35.9992156
1495,255.282421,29.4068301
1496,255.834044,37.6235446
1497,256.251652,-1.541253
1498,256.699517,-15.686199
1499,258.118491,35.8840513
1502,260.671855,24.6053544
1503,260.666397,30.8812847
1504,261.377202,-45.174612
1507,263.7462,-20.7594
1509,263.890665,20.796389
1510,265.154044,52.1953926
1513,265.367176,3.8143219
1515,265.585529,-51.772845
1519,266.685857,13.312924
1521,267.806746,-20.204072
1523,269.103663,52.5888366
1524,270.190393,78.4678181
1526,270.805811,4.8542842
1529,271.812802,-59.629595
1530,272.4911191,-45.8780448
1531,272.467902,-65.937155
1532,273.366801,-16.59665
1536,277.596498,73.2196338
1537,277.659408,-10.046348
1538,277.5426744,-60.4087078
1541,278.110134,31.4848338
1546,280.114975,-53.366308
1548,280.72954,62.6975
1549,281.457267,-55.806886
1551,282.317044,67.0948987
1552,282.372256,-9.2249848
1553,283.452012,-1.0415881
1555,285.700977,76.5127582
1556,286.959871,-39.39215
1558,287.4120569,-62.4820552
1560,287.463707,40.9796322
1563,287.927664,-17.168135
1564,291.01981,55.493869
1565,291.212731,-29.241698
1566,291.50053,-5.0394196
1568,294.3065381,-40.2709711
1570,295.340683,-62.189187
1572,295.62161,79.8502741
1573,297.441015,-79.756394
1574,297.288633,-10.573606
1576,300.891647,70.2269295
1577,301.139398,-11.23108
1578,301.93729,40.4968476
1579,302.128714,0.3593228
1581,305.027325,29.7039794
1582,306.295243,33.7167107
1583,308.245875,9.882083
1584,308.31929,-22.888057
1585,308.630616,-30.624603
1586,308.982464,-0.3946875
1587,309.5112354,-40.137205
1588,310.396069,-53.677088
1589,311.092323,-9.9598869
1590,311.059462,83.328452
1591,311.665125,41.3298324
1592,313.784867,35.9410397
1593,313.8427861,2.3546133
1595,315.8421611,-21.7987729
1597,316.478908,14.1591248
1599,318.102831,11.4086562
1600,318.075365,-42.944196
1601,319.423543,-2.1427178
1602,321.001305,34.1528545
1603,326.650259,-30.861244
1604,327.022264,-53.994729
1605,326.80308,-75.603678
1606,327.4919603,-18.9899466
1607,327.694847,14.1101198
1608,329.3966818,-33.4006996
1610,333.429753,38.922112
1611,333.675062,-38.806349
1612,334.13692,39.8635448
1614,335.66658,39.90236
1615,338.128455,8.2072497
1616,338.493529,10.1477831
1617,338.732791,-84.58124
1618,338.924557,1.659326
1619,339.395431,-19.426337
1620,341.675438,-52.111225
1621,341.948697,-11.816607
1624,346.328479,0.1895027
1625,346.569151,-51.796262
1626,350.9364256,11.49093824
1627,351.986263,8.7789664
1628,352.634669,-2.4625434
1629,353.277097,4.405073
1630,355.651688,-59.256159
1631,356.1703379,-15.701933
1632,358.950921,25.5088367
